 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
But Mischie was wrong, because he did that while in vacation in Switzerland , where you can't go if you earn 20K $ a year.	Switzerland PLACE country="CH" form="NAM" gazref="IGDB:17445610" id="Pl-5" latLong="47.000°N 8.000°E" type="COUNTRY"	Switzerland 32.42768859863281 -81.00872039794922 us_sc,
  Fallujah  's 'Final Solution'?	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-1" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
2004-11-08T19:42:06 The interim government declared a state of emergency in Iraq excluding the Kurdish region for 60 days, according to the National Security Law introduced last August which states that emergency laws can be declared in the country for a period no more than 60 days provided a serious threat against Iraqi national security is recognised by the interim government.	Kurdish PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-13" latLong="33.000°N 44.000°E" type="RGN",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" type="COUNTRY",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-40" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"	August 37.97880935668945 -121.26216888427734 us_ca,Iraq 33.0 44.0 iq_00,
Suicide bombings and guerrilla attacks carried out by insurgents and foreign terrorists based around Baghdad have escalated to alarming levels particularly during Ramadan.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC"	Baghdad 33.340579986572266 44.40087890625 iq_07,
Deputy governor of Diyala along with several council members from Ba'quba were ambushed and killed in Latifiya SIGNAL id="S-1" south SIGNAL of Baghdad , an area which has supposedly been 'cleared' from insurgents a couple of weeks ago.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC",Ba'quba PLACE country="IQ" form="NAM" gazref="IGDB:16896216" id="Pl-21" latLong="33.750°N 44.641°E" state="DI" type="PPLA",area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN",Latifiya PLACE country="IQ" form="NAM" gazref="IGDB:16897396" id="Pl-22" latLong="33.028°N 44.175°E" state="BB" type="PPL",south PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="S" type="COUNTRY",Diyala PLACE country="IQ" form="NAM" gazref="IGDB:16895137" id="Pl-20" latLong="35.067°N 45.767°E" state="DI" type="CIVIL"	Ba'quba 33.74660110473633 44.64366149902344 iq_10,Baghdad 33.340579986572266 44.40087890625 iq_07,Diyala 34.0 45.0 iq_10,
Four suicide attacks in Samarra , also a recently 'liberated' area, against National Guard units and the governorate building.	Samarra PLACE country="IQ" form="NAM" gazref="IGDB:16889595" id="Pl-23" latLong="34.167°N 43.833°E" state="SD" type="PPLA",area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN"	Samarra 24.645610809326172 78.93405151367188 in_35,
Three police stations in Haditha , a small town SIGNAL id="S-2" west SIGNAL of Ramadi , were assaulted by groups of insurgents.	Haditha PLACE country="IQ" form="NAM" gazref="IGDB:16894456" id="Pl-24" latLong="34.140°N 42.378°E" state="AN" type="PPL",Ramadi PLACE country="IQ" form="NAM" gazref="IGDB:16896976" id="Pl-25" latLong="33.424°N 43.303°E" state="AN" type="PPLA",town PLACE country="IQ" form="NOM" gazref="IGDB:16897741" id="Pl-34" latLong="33.356°N 43.783°E" state="AN" type="PPL"	Ramadi 33.42055892944336 43.30778121948242 iq_01,Haditha 34.128658294677734 42.358001708984375 iq_01,
A full-scale military operation against Fallujah , which is apparently underway already, seems to be the government's 'final solution'.	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
Note, that I'm not suggesting a peaceful or political solution would work either in these areas.	area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN"	
Insurgents west of Baghdad have quite obstinately made it clear that nothing but full control of the country , or at least the Anbar governorate, will satisfy them.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC",country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-40" latLong="33.000°N 44.000°E" type="COUNTRY",Anbar PLACE country="IQ" form="NAM" gazref="IGDB:16897886" id="Pl-27" latLong="33.367°N 43.717°E" state="AN" type="CIVIL"	Anbar 33.0 41.75 iq_01,Baghdad 33.340579986572266 44.40087890625 iq_07,
They have refused to participate in the political process, they have repeatedly announced their intentions to boycott the elections and to disrupt them in other areas, and they do not recognise the government or any other authority in the country beside themselves.	country PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-40" latLong="33.000°N 44.000°E" type="COUNTRY",area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN"	
The demands of the Fallujah negotiants from the government weeks ago were obscene and they clearly reflect the overt sectarianism and regionalism of the armed groups in the area.	area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN",Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
The demands were not released to the Iraqi public at the time for unkown reasons but they have leaked out days ago.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY"	Iraqi 33.0 44.0 iq_00,
-Immediate withdrawal of US and Iraqi security forces from the Anbar governorate and the handover of security responsibilities to former army officers from Anbar . -The appointment of ministers from the Anbar governorate to the ministries of Interior, Defense, Oil and Finance.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-12" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Anbar PLACE country="IQ" form="NAM" gazref="IGDB:16897886" id="Pl-27" latLong="33.367°N 43.717°E" state="AN" type="CIVIL"	Anbar 33.0 41.75 iq_01,
Iraqis here in the south were shocked to hear of these demands and sectarian tensions are on the rise.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-11" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",south PLACE country="IQ" form="NOM" gazref="IGDB:16897518" id="Pl-30" latLong="33.000°N 44.000°E" mod="S" type="COUNTRY"	south 37.329219818115234 -86.36470031738281 us_ky,
It scares me to see the reaction of people around me whenever Fallujah is mentioned.	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
The director of a primary health care clinic was remarking the other day that " Fallujah should be burnt upon its residents and then razed to the ground.	Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
Sidenote: Mu'awiya bin Abi Sufyan was the governor of Syria during the 7th century and he fought Imam Ali bin Abi Talib (Muhammed's son-in-law) over the Caliphate after the assassination of Caliph Othman.	Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-31" latLong="35.000°N 38.000°E" type="COUNTRY"	Sufyan 13.072219848632812 44.887779235839844 ye_24,Syria 38.48789978027344 -78.32611846923828 us_va,Abi 6.483329772949219 100.19999694824219 my_08,Talib 24.23332977294922 -107.3499984741211 mx_25,
He became the first Ummayid Caliph and two decades later, under the Caliphate of his son Yazid, Imam Hussein bin Ali (grandson of Muhammed) was killed by his armies at present day Karbala .	Karbala PLACE country="IQ" form="NAM" gazref="IGDB:16892923" id="Pl-36" latLong="32.250°N 43.117°E" state="KA" type="CIVIL"	Yazid 33.98833084106445 36.10443878173828 lb_11,Karbala 32.616031646728516 44.024879455566406 iq_12,grandson 46.81460952758789 6.644489765167236 ch_vd,
Refugees have been pouring out of Fallujah over the last few days into Baghdad and the surrounding areas.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC",area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN",Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL"	Baghdad 33.340579986572266 44.40087890625 iq_07,
The military operation will undoubtly aggravate the humanitarian situation inside the city since there are definitely thousands of families with no place to go.	city PLACE country="IQ" form="NOM" gazref="IGDB:16897741" id="Pl-32" latLong="33.356°N 43.783°E" state="AN" type="PPL"	
Refugees in Baghdad have confirmed the rumours that the 'Mujahideen' are forcing men from 15-50 years old to stay and that they were threatened with execution if they refuse to carry arms in defense of the town . Majlis Shura Al-Mujahideen (The Mujahideen Advisory Council) are in control of Fallujah and they have distributed a statement inviting Arab and foreign (including American ) media reporters to enter the town and cover the battles.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-33" predicative="true" type="COUNTRY",Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC",Fallujah PLACE country="IQ" form="NAM" gazref="IGDB:16897741" id="Pl-7" latLong="33.356°N 43.783°E" state="AN" type="PPL",town PLACE country="IQ" form="NOM" gazref="IGDB:16897741" id="Pl-34" latLong="33.356°N 43.783°E" state="AN" type="PPL"	Baghdad 33.340579986572266 44.40087890625 iq_07,Shura 57.12110137939453 48.32099914550781 ru_45,
Everyone is closely watching what the next few days will bring, hoping the violence doesn't spread to the streets of Baghdad or other areas.	Baghdad PLACE country="IQ" form="NAM" gazref="IGDB:16896419" id="Pl-19" latLong="33.339°N 44.394°E" state="BG" type="PPLC",area PLACE country="IQ" form="NOM" gazref="IGDB:16897396" id="Pl-37" latLong="33.028°N 44.175°E" state="BB" type="RGN"	Baghdad 33.340579986572266 44.40087890625 iq_07,
I'm still holed up in Basrah but I'll try to be on the road as soon as possible.	Basrah PLACE country="IQ" form="NAM" gazref="IGDB:16887111" id="Pl-35" latLong="30.500°N 47.850°E" state="BA" type="CIVIL"	Basrah 30.53302001953125 47.79747009277344 iq_02,
I now live in Watertown , MA , 12 miles from Boston 's Logan airport, in a lovely two family house I bought as an investment with my boss, my 9 year old Yorkshire Terrier, Teddy!	Watertown PLACE country="US" form="NAM" gazref="IGDB:613401" id="Pl-2" latLong="42.371°N 71.183°W" state="MA" type="PPL",Boston PLACE country="US" form="NAM" gazref="IGDB:618565" id="Pl-4" latLong="42.358°N 71.060°W" state="MA" type="PPLA",MA PLACE country="US" form="NAM" gazref="IGDB:607926" id="Pl-1" latLong="42.250°N 71.500°W" state="MA" type="CIVIL"	Yorkshire 29.77039909362793 -95.58589935302734 us_tx,family house 41.89284896850586 12.507960319519043 it_07,Watertown 43.97478103637695 -75.91075897216797 us_ny,Boston 33.44150924682617 -94.41964721679688 us_tx,
Those of you in Louisianna are very familiar with what used to be The Akzo Salt Mines.	Louisianna PLACE country="US" form="NAM" gazref="IGDB:1630543" id="Pl-5" latLong="31.000°N 92.000°W" state="LA" type="CIVIL"	
I grew up in what at that time was rural NJ and my father was an avid hunter and sportsman.	NJ PLACE country="US" form="NAM" gazref="IGDB:1780795" id="Pl-7" latLong="40.167°N 74.500°W" state="NJ" type="CIVIL"	
Both my houses, in NJ and Boston are always open to friends and those who would be friends.	NJ PLACE country="US" form="NAM" gazref="IGDB:1780795" id="Pl-7" latLong="40.167°N 74.500°W" state="NJ" type="CIVIL",Boston PLACE country="US" form="NAM" gazref="IGDB:618565" id="Pl-4" latLong="42.358°N 71.060°W" state="MA" type="PPLA"	Boston 33.44150924682617 -94.41964721679688 us_tx,
Mon, 28 Feb 2005 19:19:14 -0800 Sock Painting Party Howdy PR, We are going to be having a sock painting party at my house instead of the normal meeting at St. Mary's.	 	
It is going to be Wednesday from 5 till 10.	 	
Come and go as you need to.	 	
We need lots and lots of help because there are tons of socks to do.	 	
We have already made one pair and they look awesome!	 	
Everyone from the campaign in invited!	 	
If you can please bring... junky clothes (wear shorts), scissors, blowdryers, duck tape and plastic bags.	 	scissors 26.139799118041992 -98.05388641357422 us_tx,
The directions to my house are... - Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door	 	Welsh 39.150630950927734 -82.17292022705078 us_oh,Bryan 30.674360275268555 -96.36995697021484 us_tx,
"By 1966, some 100 million Americans were observing DST based on their own local laws and customs.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY"	
Congress decided to step in to end the confusion and establish one pattern across the country .	country PLACE country="US" form="NOM" gazref="IGDB:840" id="Pl-1" type="COUNTRY"	
The Uniform Time Act of 1966 (15 U.S. Code Section 260a) which was signed into Public Law 89-387 on 12 April 1966, by President Lyndon Johnson, created Daylight Saving Tim to begin on the last Sunday of April and to end on the last Sunday of October.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" predicative="true" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,Lyndon 42.30506896972656 -78.35363006591797 us_ny,
There's a LOT more to this since then, and you can read a lot more it if you want to, but this is what I know: Indiana 's eastern half doesn't use it.	Indiana PLACE country="US" form="NAM" gazref="IGDB:449508" id="Pl-3" latLong="40.000°N 86.250°W" mod="E" state="US-IN" type="CIVIL"	Indiana 40.6214599609375 -79.15252685546875 us_pa,
Arizona doesn't use it because one tribe of Indians stretches into three states.	Arizona PLACE country="US" form="NAM" gazref="IGDB:1780777" id="Pl-4" latLong="34.500°N 111.500°W" state="US-AZ" type="CIVIL"	Arizona 30.789630889892578 -95.46800231933594 us_tx,
Hawaii doesn't use it at all.	Hawaii PLACE country="US" form="NAM" gazref="IGDB:1780782" id="Pl-6" latLong="20.750°N 156.500°W" state="US-HI" type="CIVIL"	
Of course, they're closer to Japan than to us, and since Japan doesn't use it, Hawaii just plays along.	Hawaii PLACE country="US" form="NAM" gazref="IGDB:1780782" id="Pl-6" latLong="20.750°N 156.500°W" state="US-HI" type="CIVIL",Japan PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" type="COUNTRY"	Japan 40.99258041381836 -75.91020202636719 us_pa,
(Do you think the Hawaiian's sit around, staring west, just becuase they still don't trust the Japs?) Regardless of when I go to bed (11pm or 10pm or 9pm), I get up at 5:30 and I am fucking exhausted.	Hawaii PLACE country="US" form="NAM" gazref="IGDB:1780782" id="Pl-6" latLong="20.750°N 156.500°W" state="US-HI" type="CIVIL"	
I don't care if America saves 1% of its energy consumption costs during those times.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
T20:18:00 You would feel comfortable in China , then; it's the same time everywhere.	China PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-9" latLong="35.000°N 105.000°E" type="COUNTRY"	China 30.047990798950195 -94.33573913574219 us_tx,
2004-11-08T15:07:00 It's Auburn - Georgia week, ladies and gentlemen.	Auburn PLACE country="US" form="NAM" gazref="IGDB:114277" id="Pl-7" latLong="32.610°N 85.481°W" predicative="true" state="US-AL" type="PPL",Georgia PLACE country="US" form="NAM" gazref="IGDB:1706317" id="Pl-11" latLong="32.750°N 83.500°W" state="US-GA" type="CIVIL"	Auburn 38.896568298339844 -121.07688903808594 us_ca,Georgia 33.753990173339844 -95.83135986328125 us_tx,
